Artist,Title,Track,Album,Year,Genre,Length,Bitrate
Crowded House,Hole In The River (Live),04,Recurring Dream: The Very Best Of Crowded House,1996,Rock,08:54,212
Crowded House,Private Universe (Live),05,Recurring Dream: The Very Best Of Crowded House,1996,Rock,04:56,212
Crowded House,Pineapple Head (Live),06,Recurring Dream: The Very Best Of Crowded House,1996,Rock,03:26,210
Crowded House,How Will You Go (Live),07,Recurring Dream: The Very Best Of Crowded House,1996,Rock,03:22,212
Crowded House,Left Hand (Live),08,Recurring Dream: The Very Best Of Crowded House,1996,Rock,03:14,221
Crowded House,Whispers And Moans (Live),09,Recurring Dream: The Very Best Of Crowded House,1996,Rock,04:43,220
Crowded House,Kill Eye (Live),10,Recurring Dream: The Very Best Of Crowded House,1996,Rock,03:19,230
Crowded House,Fingers Of Love (Live),11,Recurring Dream: The Very Best Of Crowded House,1996,Rock,05:01,195
Crowded House,Don't Dream It's Over (Live),12,Recurring Dream: The Very Best Of Crowded House,1996,Rock,04:03,209
Crowded House,When You Come (Live),13,Recurring Dream: The Very Best Of Crowded House,1996,Rock,07:26,216
Crowded House,Sister Madly (Live),14,Recurring Dream: The Very Best Of Crowded House,1996,Rock,06:45,201
Crowded House,In My Command (Live),15,Recurring Dream: The Very Best Of Crowded House,1996,Rock,04:23,224
Crowded House,Fall At Your Feet,03,Recurring Dream: The Very Best Of Crowded House,1996,Easy Listening,03:18,179
Crowded House,Locked Out,04,Recurring Dream: The Very Best Of Crowded House,1996,Easy Listening,03:18,221
Crowded House,Don't Dream It's Over,05,Recurring Dream: The Very Best Of Crowded House,1996,Easy Listening,03:55,198
Crowded House,Into Temptation,06,Recurring Dream: The Very Best Of Crowded House,1996,Easy Listening,04:34,181
Crowded House,Pineapple Head,07,Recurring Dream: The Very Best Of Crowded House,1996,Easy Listening,03:28,184
Crowded House,When You Come,08,Recurring Dream: The Very Best Of Crowded House,1996,Easy Listening,04:44,226
Crowded House,Private Universe,09,Recurring Dream: The Very Best Of Crowded House,1996,Easy Listening,05:36,191
Crowded House,Not The Girl You Think You Are,10,Recurring Dream: The Very Best Of Crowded House,1996,Easy Listening,04:08,191
Crowded House,Instinct,11,Recurring Dream: The Very Best Of Crowded House,1996,Easy Listening,03:08,194
Crowded House,I Feel Possessed,12,Recurring Dream: The Very Best Of Crowded House,1996,Easy Listening,03:48,197
Crowded House,Four Seasons In One Day,13,Recurring Dream: The Very Best Of Crowded House,1996,Easy Listening,02:48,182
Crowded House,It's Only Natural,14,Recurring Dream: The Very Best Of Crowded House,1996,Easy Listening,03:32,203
Crowded House,Distant Sun,15,Recurring Dream: The Very Best Of Crowded House,1996,Easy Listening,03:50,183
Crowded House,Something So Strong,16,Recurring Dream: The Very Best Of Crowded House,1996,Easy Listening,02:52,199
Crowded House,Mean To Me,17,Recurring Dream: The Very Best Of Crowded House,1996,Easy Listening,03:14,210
Crowded House,Better Be Home Soon,18,Recurring Dream: The Very Best Of Crowded House,1996,Easy Listening,03:10,195
Crowded House,Everything Is Good For You,19,Recurring Dream: The Very Best Of Crowded House,1996,Easy Listening,03:57,200
Crush 40 & Bently Jones,Open Your Heart (Crush 40 vs. Bently Jones Remix),21,True Blue: The Best of Sonic the Hedgehog,,Rock,04:58,203
Crush 40,Live & Learn,01,True Blue: The Best of Sonic the Hedgehog,,Rock,04:29,215
Crush 40,It doesn't Matter (SA2 version),02,True Blue: The Best of Sonic the Hedgehog,,Rock,02:43,217
Crush 40,Escape from the City,03,True Blue: The Best of Sonic the Hedgehog,,Rock,02:20,200
Crush 40,Sonic Heroes,12,True Blue: The Best of Sonic the Hedgehog,,Rock,03:28,216
Crush 40,What I'm made of...,13,True Blue: The Best of Sonic the Hedgehog,,Rock,03:42,197
Crush 40,It doesn't Matter (SA1 version),16,True Blue: The Best of Sonic the Hedgehog,,Rock,04:28,219
Crush 40,Open Your Heart,17,True Blue: The Best of Sonic the Hedgehog,,Rock,05:14,207
Crush 40,Seven Rings in Hand (Crush 40 Version),20,True Blue: The Best of Sonic the Hedgehog,,Rock,04:49,205
Crystal Castles,Plague,01,(III),2012,electronic,04:55,320
Crystal Castles,Kerosene,02,(III),2012,electronic,03:12,320
Crystal Castles,Wrath of God,03,(III),2012,electronic,03:06,320
Crystal Castles,Affection,04,(III),2012,electronic,02:36,320
Crystal Castles,Pale Flesh,05,(III),2012,electronic,02:58,320
Crystal Castles,Sad Eyes,06,(III),2012,electronic,03:27,320
Crystal Castles,Insulin,07,(III),2012,electronic,01:46,320
Crystal Castles,Transgender,08,(III),2012,electronic,03:04,320
Crystal Castles,Violent Youth,09,(III),2012,electronic,04:21,320
Crystal Castles,Telepath,10,(III),2012,electronic,03:54,320
Crystal Castles,Mercenary,11,(III),2012,electronic,02:38,320
Crystal Castles,Child I Will Hurt You,12,(III),2012,electronic,03:33,320
Crystal Castles,Fainting Spells,01,Crystal Castles II,2010,Electronic,02:43,226
Crystal Castles,Celestica,02,Crystal Castles II,2010,Electronic,03:47,244
Crystal Castles,Doe Deer,03,Crystal Castles II,2010,Electronic,01:37,299
Crystal Castles,Baptism,04,Crystal Castles II,2010,Electronic,04:12,270
Crystal Castles,Year of Silence,05,Crystal Castles II,2010,Electronic,04:53,247
Crystal Castles,Empathy,06,Crystal Castles II,2010,Electronic,04:11,262
Crystal Castles,Suffocation,07,Crystal Castles II,2010,Electronic,04:02,262
Crystal Castles,Violent Dreams,08,Crystal Castles II,2010,Electronic,04:35,233
Crystal Castles,Vietnam,09,Crystal Castles II,2010,Electronic,05:08,270
Crystal Castles,Birds,10,Crystal Castles II,2010,Electronic,02:30,235
Crystal Castles,Pap Smear,11,Crystal Castles II,2010,Electronic,03:42,252
Crystal Castles,Not In Love,12,Crystal Castles II,2010,Electronic,03:33,226
Crystal Castles,Intimate,13,Crystal Castles II,2010,Electronic,04:45,243
Crystal Castles,I Am Made of Chalk,14,Crystal Castles II,2010,Electronic,03:09,247
Crystal Castles,Untrust Us,01,Crystal Castles,2008,Electronic,03:06,223
Crystal Castles,Alice Practice,02,Crystal Castles,2008,Electronic,02:41,141
Crystal Castles,Crimewave (Crystal Castles VS Health),03,Crystal Castles,2008,Electronic,04:18,184
Crystal Castles,Magic Spells,04,Crystal Castles,2008,Electronic,06:06,202
Crystal Castles,XXZXCUZX Me,05,Crystal Castles,2008,Electronic,01:53,173
Crystal Castles,Air War,06,Crystal Castles,2008,Electronic,04:12,176
Crystal Castles,Courtship Date,07,Crystal Castles,2008,Electronic,03:30,225
Crystal Castles,Good Time,08,Crystal Castles,2008,Electronic,02:55,187
Crystal Castles,1991,09,Crystal Castles,2008,Electronic,01:53,227
Crystal Castles,Vanished,10,Crystal Castles,2008,Electronic,04:03,231
Crystal Castles,Knights,11,Crystal Castles,2008,Electronic,03:13,186
Crystal Castles,Love And Caring,12,Crystal Castles,2008,Electronic,02:18,147
Crystal Castles,Through The Hosiery,13,Crystal Castles,2008,Electronic,03:06,201
Crystal Castles,Reckless,14,Crystal Castles,2008,Electronic,03:28,248
Crystal Castles,Black Panther,15,Crystal Castles,2008,Electronic,02:57,243
Crystal Castles,Tell Me What To Swallow,16,Crystal Castles,2008,Electronic,02:16,162
Cursive,The Ugly Organist,01,The Ugly Organ,2003,Indie,00:53,320
Cursive,Some Red Handed Slight Of Hand,02,The Ugly Organ,2003,Indie,01:52,320
Cursive,Art Is Hard,03,The Ugly Organ,2003,Indie,02:46,320
Cursive,The Recluse,04,The Ugly Organ,2003,Indie,03:03,320
Cursive,Herald! Frankenstein,05,The Ugly Organ,2003,Indie,00:47,320
Cursive,Butcher The Song,06,The Ugly Organ,2003,Indie,03:31,320
Cursive,Driftwood: A Fairy Tale,07,The Ugly Organ,2003,Indie,04:40,320
Cursive,A Gentleman Caller,08,The Ugly Organ,2003,Indie,03:18,320
Cursive,Harold Weathervein,09,The Ugly Organ,2003,Indie,02:59,320
Cursive,Bloody Murderer,10,The Ugly Organ,2003,Indie,02:52,320
Cursive,Sierra,11,The Ugly Organ,2003,Indie,03:25,320
Cursive,Staying Alive,12,The Ugly Organ,2003,Indie,10:04,320
Cymbals Eat Guitars,Rifle Eyesight (Proper Name),01,Lenses Alien,2011-09-13,Rock; Indie,08:31,257
Cymbals Eat Guitars,Shore Points,02,Lenses Alien,2011-09-13,Rock; Indie,02:35,269
Cymbals Eat Guitars,Keep Me Waiting,03,Lenses Alien,2011-09-13,Rock; Indie,03:00,270
Cymbals Eat Guitars,Plainclothes,04,Lenses Alien,2011,Rock; Indie,04:13,255
Cymbals Eat Guitars,Definite Darkness,05,Lenses Alien,2011-09-13,Rock; Indie,04:52,254
Cymbals Eat Guitars,Another Tunguska,06,Lenses Alien,2011-09-13,Rock; Indie,03:12,255
Cymbals Eat Guitars,The Current,07,Lenses Alien,2011-09-13,Rock; Indie,02:07,234
Cymbals Eat Guitars,Wavelengths,08,Lenses Alien,2011-09-13,Rock; Indie,02:54,254
Cymbals Eat Guitars,Secret Family,09,Lenses Alien,2011-09-13,Rock; Indie,03:29,251
Cymbals Eat Guitars,Gary Condit,10,Lenses Alien,2011-09-13,Rock; Indie,04:19,257
Cymbals Eat Guitars,And the Hazy Sea,01,Why There Are Mountains,2009,Indie Rock,06:13,256
Cymbals Eat Guitars,Some Trees,02,Why There Are Mountains,2009,Indie Rock,02:28,256
Cymbals Eat Guitars,Indiana,03,Why There Are Mountains,2009,Indie Rock,03:34,256
Cymbals Eat Guitars,Cold Spring,04,Why There Are Mountains,2009,Indie Rock,05:49,256
Cymbals Eat Guitars,Share,05,Why There Are Mountains,2009,Indie Rock,07:03,256
Cymbals Eat Guitars,What Dogs See,06,Why There Are Mountains,2009,Indie Rock,04:15,256
Cymbals Eat Guitars,Wind Phoenix,07,Why There Are Mountains,2009,Indie Rock,05:16,256
Cymbals Eat Guitars,The Living North,08,Why There Are Mountains,2009,Indie Rock,02:31,256
Cymbals Eat Guitars,Like Blood Does,09,Why There Are Mountains,2009,Indie Rock,07:33,256
Da Vinci's Notebook,The Gates,01,Brontosaurus,,Comedy,01:51,192
Da Vinci's Notebook,Internet Porn,02,Brontosaurus,,Comedy,02:51,192
Da Vinci's Notebook,Heather Graham,03,Brontosaurus,,Comedy,03:29,192
Da Vinci's Notebook,Me Pants Fall Down,04,Brontosaurus,,Comedy,02:42,192
Da Vinci's Notebook,I Wish I Were,05,Brontosaurus,,Comedy,04:55,192
Da Vinci's Notebook,The Big Chair,06,Brontosaurus,,Comedy,02:27,192
Da Vinci's Notebook,Hot Soup,07,Brontosaurus,,Comedy,02:33,192
Da Vinci's Notebook,Enema Countdown,08,Brontosaurus,,Comedy,01:22,192
Da Vinci's Notebook,Another Irish Drinking Song,09,Brontosaurus,,Comedy,03:59,192
Da Vinci's Notebook,Enormous Penis,10,Brontosaurus,,Comedy,02:47,192
Da Vinci's Notebook,Uncle Buford #1,11,Brontosaurus,,Comedy,00:34,192
Da Vinci's Notebook,I Wrote This Song,12,Brontosaurus,,Comedy,00:26,192
Da Vinci's Notebook,Face Like Billy Joel,13,Brontosaurus,,Comedy,00:40,192
Da Vinci's Notebook,Spork,14,Brontosaurus,,Comedy,00:41,192
Da Vinci's Notebook,Uncle Buford #2,15,Brontosaurus,,Comedy,00:39,192
Da Vinci's Notebook,A New Car!,16,Brontosaurus,,Comedy,00:16,192
Da Vinci's Notebook,Green Goat,17,Brontosaurus,,Comedy,00:48,192
Da Vinci's Notebook,Ben's Song,18,Brontosaurus,,Comedy,00:13,192
Da Vinci's Notebook,Uncle Buford #3,19,Brontosaurus,,Comedy,01:00,192
Da Vinci's Notebook,"Brave, Brave, Brave",20,Brontosaurus,,Comedy,00:53,192
Da Vinci's Notebook,What a Wonderful World,21,Brontosaurus,,Comedy,02:43,192
Da Vinci's Notebook,Untitled,22,Brontosaurus,,Comedy,00:04,192
Dads,"If Your Song Title Has The Word ""Beach"" In It, I'm Not Listening To It",01,American Radass (this is important),2012,,02:37,260
Dads,Get to the Beach!,02,American Radass (this is important),2012,,01:47,276
Dads,"Honestly, Chroma Q&A",03,American Radass (this is important),2012,,02:09,267
Dads,"Aww, C'mon Guyz",04,American Radass (this is important),2012,,03:01,269
Dads,Shit Twins,05,American Radass (this is important),2012,,06:54,257
Dads,Grunt Work (The '69 Sound),06,American Radass (this is important),2012,,01:09,269
Dads,Groin Twerk,07,American Radass (this is important),2012,,01:46,273
Dads,Big Bag of Sandwiches,08,American Radass (this is important),2012,,03:31,268
Dads,Bakefast at Piffany's,09,American Radass (this is important),2012,,04:20,271
Dads,"Heavy to the Touch (think about tonight, forget about tomorrow)",10,American Radass (this is important),2012,,04:18,260
Dads,"Grand Edge, MI",01,I'll Be The Tornado,2014,,04:45,248
Dads,Chewing Ghosts,02,I'll Be The Tornado,2014,,03:35,249
Dads,The Romantic Ocean,03,I'll Be The Tornado,2014,,02:43,264
Dads,Fake Knees,04,I'll Be The Tornado,2014,,04:35,263
Dads,Sold Year / Transitions,05,I'll Be The Tornado,2014,,04:01,265
Dads,You Hold Back,06,I'll Be The Tornado,2014,,03:37,247
Dads,But,07,I'll Be The Tornado,2014,,03:52,254
Dads,Sunburnt Jet Wings,08,I'll Be The Tornado,2014,,02:23,258
Dads,Take Back Today,09,I'll Be The Tornado,2014,,03:45,262
Dads,Only You,10,I'll Be The Tornado,2014,,07:20,253
Dads,Do You Still Think of Me?,11,I'll Be The Tornado,2014,,05:49,214
Dads,My Crass Patch,01,Pretty Good,2013,,04:16,268
Dads,Can I Be Yr Deadbeat Boyfriend,02,Pretty Good,2013,,01:53,264
Dads,Boat Rich,03,Pretty Good,2013,,02:52,268
Dads,No We're Not Actually,04,Pretty Good,2013,,05:09,246
Daft Punk,Robot Rock / Oh Yeah,01,Alive 2007,2007,Electronic,06:27,270
Daft Punk,Touch It / Technologic,02,Alive 2007,2007,Electronic,05:29,253
Daft Punk,Human After All / Together / One More Time (Reprise) / Music Sounds Better With You,01,Alive 2007,2007,Electronic,09:58,261
Daft Punk,Television Rules The Nation / Crescendolls,03,Alive 2007,2007,Electronic,04:50,277
Daft Punk,Too Long / Steam Machine,04,Alive 2007,2007,Electronic,07:01,280
Daft Punk,Around the World / Harder Better Faster Stronger,05,Alive 2007,2007,Electronic,05:42,279
Daft Punk,Burnin' / Too Long,06,Alive 2007,2007,Electronic,07:11,270
Daft Punk,Face to Face / Short Circuit,07,Alive 2007,2007,Electronic,04:55,253
Daft Punk,One More Time / Aerodynamic,08,Alive 2007,2007,Electronic,06:10,265
Daft Punk,Aerodynamic Beats / Forget About The World,09,Alive 2007,2007,Electronic,03:31,262
Daft Punk,Primetime Of Your Life / Brainwasher / Rollin' and Scratchin' / Alive,10,Alive 2007,2007,Electronic,10:22,281
Daft Punk,Da Funk / Daftendirekt,11,Alive 2007,2007,Electronic,06:37,264
Daft Punk,Superheroes / Human After All / Rock'n'Roll,12,Alive 2007,2007,Electronic,05:41,269
Daft Punk,One More Time,01,Discovery,2001,,05:20,218
Daft Punk,Aerodynamic,02,Discovery,2001,,03:27,226
Daft Punk,Digital Love,03,Discovery,2001,,04:58,253
Daft Punk,"Harder, Better, Faster, Stronger",04,Discovery,2001,,03:44,256
Daft Punk,Crescendolls,05,Discovery,2001,,03:31,273
Daft Punk,Nightvision,06,Discovery,2001,,01:44,235
Daft Punk,Superheroes,07,Discovery,2001,,03:57,253
Daft Punk,High Life,08,Discovery,2001,,03:21,254
Daft Punk,Something About Us,09,Discovery,2001,,03:51,232
Daft Punk,Voyager,10,Discovery,2001,,03:47,250
Daft Punk,Veridis Quo,11,Discovery,2001,,05:44,223
Daft Punk,Short Circuit,12,Discovery,2001,,03:26,220
Daft Punk,Face To Face,13,Discovery,2001,,04:00,244
Daft Punk,Too Long,14,Discovery,2001,,10:00,252
Daft Punk,Give Life Back to Music,01,Random Access Memories,2013,,04:34,320
Daft Punk,The Game of Love,02,Random Access Memories,2013,,05:22,320
Daft Punk,Giorgio by Moroder,03,Random Access Memories,2013,,09:02,320
Daft Punk,Within,04,Random Access Memories,2013,,03:48,320
Daft Punk,Instant Crush,05,Random Access Memories,2013,,05:37,320
Daft Punk,Lose Yourself to Dance,06,Random Access Memories,2013,,05:54,320
Daft Punk,Touch,07,Random Access Memories,2013,,08:19,320
Daft Punk,Get Lucky,08,Random Access Memories,2013,,06:09,320
Daft Punk,Beyond,09,Random Access Memories,2013,,04:49,320
Daft Punk,Motherboard,10,Random Access Memories,2013,,05:41,320
Daft Punk,Fragments of Time,11,Random Access Memories,2013,,04:39,320
Daft Punk,Doin' it Right,12,Random Access Memories,2013,,04:11,320
Daft Punk,Contact,13,Random Access Memories,2013,,06:20,320
Daft Punk,Overture,01,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,02:28,179
Daft Punk,The Grid,02,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,01:36,181
Daft Punk,The Son of Flynn,03,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,01:35,190
Daft Punk,Recognizer,04,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,02:37,187
Daft Punk,Armory,05,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,02:03,177
Daft Punk,Arena,06,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,01:33,196
Daft Punk,Rinzler,07,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,02:17,189
Daft Punk,The Game Has Changed,08,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,03:25,204
Daft Punk,Outlands,09,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,02:42,199
Daft Punk,Adagio For TRON,10,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,04:11,185
Daft Punk,Nocturne,11,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,01:41,176
Daft Punk,End of Line,12,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,02:36,214
Daft Punk,Derezzed,13,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,01:44,226
Daft Punk,Fall,14,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,01:22,206
Daft Punk,Solar Sailer,15,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,02:42,183
Daft Punk,Rectifier,16,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,02:14,192
Daft Punk,Disc Wars,17,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,04:11,186
Daft Punk,C.L.U.,18,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,04:39,195
Daft Punk,Arrival,19,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,02:00,187
Daft Punk,Flynn Lives,20,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,03:22,191
Daft Punk,TRON Legacy (End Titles),21,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,03:17,199
Daft Punk,Finale,22,Tron Legacy (Original Motion Picture Soundtrack),2010-12-07,Soundtrack,04:22,188
Dave Mason,We Just Disagree,06,The Best of Dave Mason,1981,Pop,03:03,192
Dave Matthews Band,Pantala Naga Pampa,01,Before These Crowded Streets,1998,Rock,00:40,262
Dave Matthews Band,Rapunzel,02,Before These Crowded Streets,1998,Rock,06:00,267
Dave Matthews Band,The Last Stop,03,Before These Crowded Streets,1998,Rock,06:57,272
Dave Matthews Band,Don't Drink The Water,04,Before These Crowded Streets,1998,Rock,07:01,269
Dave Matthews Band,Stay (Wasting Time),05,Before These Crowded Streets,1998,Rock,05:35,277
Dave Matthews Band,Halloween,06,Before These Crowded Streets,1998,Rock,05:07,271
Dave Matthews Band,The Stone,07,Before These Crowded Streets,1998,Rock,07:28,261
Dave Matthews Band,Crush,08,Before These Crowded Streets,1998,Rock,08:09,270
Dave Matthews Band,The Dreaming Tree,09,Before These Crowded Streets,1998,Rock,08:48,257
Dave Matthews Band,Pig,10,Before These Crowded Streets,1998,Rock,06:57,264
Dave Matthews Band,Spoon,11,Before These Crowded Streets,1998,Rock,07:33,237
Dave Matthews Band,The Best Of What's Around,01,Under The Table And Dreaming,1994,Rock,04:17,295
Dave Matthews Band,What Would You Say,02,Under The Table And Dreaming,1994,Rock,03:42,287
Dave Matthews Band,Satellite,03,Under The Table And Dreaming,1994,Rock,04:51,271
Dave Matthews Band,Rhyme & Reason,04,Under The Table And Dreaming,1994,Rock,05:15,273
Dave Matthews Band,Typical Situation,05,Under The Table And Dreaming,1994,Rock,05:59,267
Dave Matthews Band,Dancing Nancies,06,Under The Table And Dreaming,1994,Rock,06:05,283
Dave Matthews Band,Ants Marching,07,Under The Table And Dreaming,1994,Rock,04:31,290
Dave Matthews Band,Lover Lay Down,08,Under The Table And Dreaming,1994,Rock,05:37,257
Dave Matthews Band,Jimi Thing,09,Under The Table And Dreaming,1994,Rock,05:57,289
Dave Matthews Band,Warehouse,10,Under The Table And Dreaming,1994,Rock,07:06,287
Dave Matthews Band,Pay For What You Get,11,Under The Table And Dreaming,1994,Rock,04:32,250
Dave Matthews Band,#34,34,Under The Table And Dreaming,1994,Rock,04:58,262
David Bowie,Width of a Circle,01,"Man Who Sold the World, The",1970,,08:10,320
David Bowie,All the Madmen,02,"Man Who Sold the World, The",1970,,05:41,320
David Bowie,Black Country Rock,03,"Man Who Sold the World, The",1970,,03:36,320
David Bowie,After All,04,"Man Who Sold the World, The",1970,,03:55,320
David Bowie,Running Gun Blues,05,"Man Who Sold the World, The",1970,,03:15,320
David Bowie,Saviour Machine,06,"Man Who Sold the World, The",1970,,04:29,320
David Bowie,She Shook Me Cold,07,"Man Who Sold the World, The",1970,,04:16,320
David Bowie,The Man Who Sold the World,08,"Man Who Sold the World, The",1970,,03:58,320
David Bowie,The Supermen,09,"Man Who Sold the World, The",1970,,03:44,320
David Bowie,"Lightning Frightening [previously unreleased, 1970]",10,"Man Who Sold the World, The",1970,,03:41,320
David Bowie,"Holy Holy [single A-side, 1970]",11,"Man Who Sold the World, The",1970,,02:23,320
David Bowie,"Moonage Daydream [released as a single under the name Arnold Corns, 1971]",12,"Man Who Sold the World, The",1970,,03:54,320
David Bowie,"Hang Onto Yourself [released as a single under the name Arnold Corns, 1971]",13,"Man Who Sold the World, The",1970,,02:53,320
David Bowie,Five Years,01,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,1972-06-06,,04:43,191
David Bowie,Soul Love,02,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,1972-06-06,,03:34,207
David Bowie,Moonage Daydream,03,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,1972-06-06,,04:40,200
David Bowie,Starman,04,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,1972-06-06,,04:14,202
David Bowie,It Ain't Easy,05,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,1972-06-06,,02:56,199
David Bowie,Lady Stardust,06,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,1972-06-06,,03:20,196
David Bowie,Star,07,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,1972-06-06,,02:47,187
David Bowie,Hang on to Yourself,08,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,1972-06-06,,02:39,218
David Bowie,Ziggy Stardust,09,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,1972-06-06,,03:13,211
David Bowie,Suffragette City,10,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,1972,Rock,03:26,193
David Bowie,Rock 'n' Roll Suicide,11,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,1972-06-06,,02:58,200
Death Cab for Cutie,Home Is a Fire,01,Codes and Keys,2011,Indie,04:04,259
Death Cab for Cutie,Codes and Keys,02,Codes and Keys,2011,Indie,03:21,256
Death Cab for Cutie,Some Boys,03,Codes and Keys,2011,Indie,03:10,253
Death Cab for Cutie,Doors Unlocked and Open,04,Codes and Keys,2011,Indie,05:37,260
Death Cab for Cutie,You Are a Tourist,05,Codes and Keys,2011,Indie,04:46,239
Death Cab for Cutie,Unobstructed Views,06,Codes and Keys,2011,Indie,06:10,232
Death Cab for Cutie,Monday Morning,07,Codes and Keys,2011,Indie,04:18,257
Death Cab for Cutie,Portable Television,08,Codes and Keys,2011,Indie,02:52,264
Death Cab for Cutie,Underneath the Sycamore,09,Codes and Keys,2011,Indie,03:26,253
Death Cab for Cutie,St. Peter's Cathedral,10,Codes and Keys,2011,Indie,04:30,238
Death Cab for Cutie,"Stay Young, Go Dancing",11,Codes and Keys,2011,Indie,02:50,262
Death Cab For Cutie,Bixby Canyon Bridge,01,Narrow Stairs,2008,Indie,05:15,320
Death Cab For Cutie,I Will Possess Your Heart,02,Narrow Stairs,2008,Indie,08:35,320
Death Cab For Cutie,No Sunlight,03,Narrow Stairs,2008,Indie,02:40,320
Death Cab For Cutie,Cath...,04,Narrow Stairs,2008,Indie,03:49,320
Death Cab For Cutie,Talking Bird,05,Narrow Stairs,2008,Indie,03:23,320
Death Cab For Cutie,You Can Do Better Than Me,06,Narrow Stairs,2008,Indie,01:59,320
Death Cab For Cutie,Grapevine Fires,07,Narrow Stairs,2008,Indie,04:08,320
Death Cab For Cutie,Your New Twin Sized Bed,08,Narrow Stairs,2008,Indie,03:06,320
Death Cab For Cutie,Long Division,09,Narrow Stairs,2008,Indie,03:49,320
Death Cab For Cutie,Pity And Fear,10,Narrow Stairs,2008,Indie,04:21,320
Death Cab For Cutie,The Ice Is Getting Thinner,11,Narrow Stairs,2008,Indie,03:45,320
Death Cab for Cutie,Marching Bands of Manhattan,01,Plans,2005,Indie Rock,04:12,254
Death Cab for Cutie,Soul Meets Body,02,Plans,2005,Indie Rock,03:50,254
Death Cab for Cutie,Summer Skin,03,Plans,2005,Indie Rock,03:14,223
Death Cab for Cutie,Different Names for the Same Thing,04,Plans,2005,Indie Rock,05:08,242
Death Cab for Cutie,I Will Follow You into the Dark,05,Plans,2005,Indie Rock,03:09,171
Death Cab for Cutie,Your Heart Is an Empty Room,06,Plans,2005,Indie Rock,03:39,259
Death Cab for Cutie,Someday You Will Be Loved,07,Plans,2005,Indie Rock,03:11,250
Death Cab for Cutie,Crooked Teeth,08,Plans,2005,Indie Rock,03:23,259
Death Cab for Cutie,What Sarah Said,09,Plans,2005,Indie Rock,06:20,244
Death Cab for Cutie,Brothers on a Hotel Bed,10,Plans,2005,Indie Rock,04:31,236
Death Cab for Cutie,Stable Song,11,Plans,2005,Indie Rock,03:42,240
Death Cab For Cutie,Bend To Squares,01,Something About Airplanes,2008,Indie,04:33,194
Death Cab For Cutie,President of What?,02,Something About Airplanes,2008,Indie,04:01,198
Death Cab For Cutie,Champagne From A Paper Cup,03,Something About Airplanes,2008,Indie,02:39,193
Death Cab For Cutie,Your Bruise,04,Something About Airplanes,2008,Indie,04:19,158
Death Cab For Cutie,Pictures In An Exhibition,05,Something About Airplanes,2008,Indie,03:49,200
Death Cab For Cutie,Sleep Spent,06,Something About Airplanes,2008,Indie,03:37,192
Death Cab For Cutie,The Face That Launched 1000 Ships,07,Something About Airplanes,2008,Indie,03:41,179
Death Cab For Cutie,Amputations,08,Something About Airplanes,2008,Indie,04:54,207
Death Cab For Cutie,Fake Frowns,09,Something About Airplanes,2008,Indie,04:30,194
Death Cab For Cutie,Line of Best Fit,10,Something About Airplanes,2008,Indie,07:16,203
Death Cab For Cutie,Your Bruise (Live At The Crocodile Cafe),01,Something About Airplanes,2008,Indie,05:01,137
Death Cab For Cutie,President of What? (Live At The Crocodile Cafe),02,Something About Airplanes,2008,Indie,04:32,131
Death Cab For Cutie,Fake Frowns (Live At The Crocodile Cafe),03,Something About Airplanes,2008,Indie,05:03,129
